Mode,M,N,K,Time_ms,TFLOPS,Precision
rtx4090_torch_compile_benchmark,4096,12288,16384,10.729267120361328,153.71669128584972,fp16
rtx4090_benchmark_fp16,1024,512,12288,0.083865600824356,153.6375076473308,fp16
rtx4090_torch_compile_benchmark,4096,12288,1024,0.6709760189056396,153.6257812494133,fp16
rtx4090_torch_compile_benchmark,2048,12288,4096,1.342252826690674,153.59135485397624,fp16
rtx4090_aot_benchmark,4096,1024,4096,0.2237567901611328,153.55841645411834,
rtx4090_aot_benchmark,4096,4096,12288,2.685255737304688,153.5484515265801,
rtx4090_aot_benchmark,12288,1024,8192,1.3427507019042968,153.53440509517137,
rtx4090_benchmark_fp16,256,12288,12288,0.5035535812377929,153.5276765145122,fp16
rtx4090_aot_benchmark,8192,256,2048,0.0559599995613098,153.50133415545977,
rtx4090_torch_compile_benchmark,8192,1024,12288,1.3432831764221191,153.47354439226288,fp16
rtx4090_benchmark_fp16,2048,256,12288,0.0839680016040802,153.45014341003315,fp16
rtx4090_aot_benchmark,4096,12288,1024,0.671806812286377,153.43579912979436,
rtx4090_benchmark_fp16,8192,256,12288,0.335915207862854,153.43040846499088,fp16
rtx4090_benchmark_fp16,512,2048,16384,0.2240000009536743,153.3916884897959,fp16
rtx4090_aot_benchmark,512,12288,16384,1.34408447265625,153.38204882359733,
rtx4090_benchmark_fp16,256,16384,16384,0.8962032318115234,153.35690454294658,fp16
rtx4090_torch_compile_benchmark,512,2048,8192,0.1120671987533569,153.29971102258307,fp16
rtx4090_torch_compile_benchmark,2048,4096,12288,1.3451264381408692,153.26323560552152,fp16
rtx4090_torch_compile_benchmark,12288,16384,4096,10.762649536132812,153.23990957124553,fp16
rtx4090_aot_benchmark,8192,256,16384,0.4484491825103759,153.23804661949632,
rtx4090_benchmark_fp16,8192,256,2048,0.0560639977455139,153.21659063614214,fp16
rtx4090_torch_compile_benchmark,2048,512,8192,0.1121279954910278,153.21659063614212,fp16
rtx4090_aot_benchmark,2048,8192,12288,2.6918707275390625,153.17112229714854,
rtx4090_aot_benchmark,512,1024,16384,0.1121664047241211,153.16412455453798,
rtx4090_aot_benchmark,512,4096,16384,0.4487020015716553,153.15170535299222,
rtx4090_benchmark_fp16,16384,256,2048,0.1121791958808898,153.1466601190591,fp16
rtx4090_torch_compile_benchmark,512,12288,16384,1.3461503982543943,153.1466546942553,fp16
rtx4090_torch_compile_benchmark,2048,16384,1024,0.4488304138183593,153.10788801360198,fp16
rtx4090_aot_benchmark,1024,4096,16384,0.8978176116943359,153.0811510955205,
rtx4090_torch_compile_benchmark,8192,8192,12288,10.775142669677734,153.0622370602288,fp16
rtx4090_torch_compile_benchmark,2048,2048,12288,0.6734848022460938,153.05351324963453,fp16
rtx4090_aot_benchmark,16384,512,12288,1.3470310974121094,153.04652624877605,
rtx4090_benchmark_fp16,256,8192,8192,0.2245120048522949,153.04187582577185,fp16
rtx4090_benchmark_fp16,8192,12288,4096,5.388659286499024,153.03133432430445,fp16
rtx4090_benchmark_fp16,512,2048,12288,0.16839679479599,153.03025100459723,fp16
rtx4090_benchmark_fp16,12288,2048,512,0.16839679479599,153.03025100459723,fp16
rtx4090_benchmark_fp16,16384,512,1024,0.112279999256134,153.0091672409896,fp16
rtx4090_aot_benchmark,16384,1024,8192,1.7972224426269532,152.94595728629903,
rtx4090_torch_compile_benchmark,4096,256,12288,0.168500804901123,152.93579037276305,fp16
rtx4090_torch_compile_benchmark,12288,2048,4096,1.348198413848877,152.91401331607622,fp16
rtx4090_torch_compile_benchmark,12288,1024,2048,0.3370496034622192,152.91401331607622,fp16
rtx4090_torch_compile_benchmark,1024,1024,16384,0.2247168064117431,152.9023970954958,fp16
rtx4090_aot_benchmark,2048,1024,2048,0.0561803996562957,152.89913643462987,
rtx4090_torch_compile_benchmark,16384,512,12288,1.3486016273498536,152.8682941107845,fp16
rtx4090_torch_compile_benchmark,8192,2048,1024,0.2247679948806762,152.8675752357035,fp16
rtx4090_torch_compile_benchmark,8192,512,12288,0.6743584156036377,152.85523650169145,fp16
rtx4090_benchmark_fp16,512,16384,12288,1.3488127708435058,152.8443640692065,fp16
rtx4090_aot_benchmark,8192,2048,12288,2.6977484130859377,152.83740263398147,
rtx4090_benchmark_fp16,256,8192,16384,0.4496895790100098,152.81536407244684,fp16
rtx4090_torch_compile_benchmark,256,4096,8192,0.1124351978302002,152.79796287586976,fp16
rtx4090_aot_benchmark,512,16384,12288,1.3496127319335938,152.75376804769488,
rtx4090_torch_compile_benchmark,4096,1024,12288,0.6748672008514405,152.7399982899613,fp16
rtx4090_aot_benchmark,16384,256,8192,0.4499328136444092,152.7327517621561,
rtx4090_torch_compile_benchmark,16384,16384,256,0.8998880386352539,152.7289480149511,fp16
rtx4090_aot_benchmark,128,2048,16384,0.0562560021877288,152.69365504031003,
rtx4090_torch_compile_benchmark,16384,4096,16384,14.406655883789062,152.639396213137,fp16
rtx4090_torch_compile_benchmark,1024,8192,12288,1.3508607864379882,152.6126394945611,fp16
rtx4090_aot_benchmark,8192,256,12288,0.3377408027648926,152.60106901527573,
rtx4090_torch_compile_benchmark,256,16384,8192,0.4504064083099365,152.57215587552724,fp16
rtx4090_aot_benchmark,8192,1024,1024,0.1126016020774841,152.57215587552724,
rtx4090_aot_benchmark,12288,512,12288,1.0135552215576171,152.5509605864237,
rtx4090_benchmark_fp16,2048,1024,4096,0.1126399993896484,152.52014628099175,fp16
rtx4090_aot_benchmark,4096,8192,1024,0.4505727767944336,152.5158204738857,
rtx4090_aot_benchmark,1024,16384,1024,0.2253184080123901,152.49414671042135,
rtx4090_aot_benchmark,12288,512,16384,1.3521133422851563,152.47126388057032,
rtx4090_torch_compile_benchmark,1024,12288,8192,1.3522815704345703,152.4522959680274,fp16
rtx4090_torch_compile_benchmark,4096,4096,2048,0.450816011428833,152.43353162678926,fp16
rtx4090_aot_benchmark,512,4096,4096,0.112716805934906,152.41621727572178,
rtx4090_torch_compile_benchmark,12288,256,8192,0.3382175922393798,152.38594542273802,fp16
rtx4090_torch_compile_benchmark,1024,12288,2048,0.3383807897567749,152.31245127433567,fp16
rtx4090_aot_benchmark,2048,128,16384,0.0564072012901306,152.28436078254697,
rtx4090_aot_benchmark,1024,256,16384,0.0564227998256683,152.24226054964743,
rtx4090_torch_compile_benchmark,512,4096,16384,0.4515920162200927,152.17159353523232,fp16
rtx4090_aot_benchmark,1024,12288,16384,2.710323181152344,152.1283008916656,
rtx4090_torch_compile_benchmark,12288,4096,2048,1.3553664207458496,152.1053104551257,fp16
rtx4090_aot_benchmark,256,12288,2048,0.0847360014915466,152.05935684002523,
rtx4090_benchmark_fp16,1024,2048,4096,0.1129984021186828,152.036390443432,fp16
rtx4090_benchmark_fp16,8192,256,8192,0.2260992050170898,151.96753285975905,fp16
rtx4090_torch_compile_benchmark,16384,16384,512,1.8087936401367188,151.96753285975905,fp16
rtx4090_aot_benchmark,4096,512,16384,0.4523159980773926,151.9280260439559,
rtx4090_torch_compile_benchmark,1024,1024,12288,0.1696272015571594,151.9202317755406,fp16
rtx4090_torch_compile_benchmark,1024,4096,12288,0.6785120010375977,151.91951645124723,fp16
rtx4090_benchmark_fp16,16384,512,512,0.05657280087471,151.83859485804575,fp16
rtx4090_torch_compile_benchmark,2048,512,16384,0.2263040065765381,151.83000463749732,fp16
rtx4090_benchmark_fp16,16384,256,12288,0.6791679859161376,151.77278264221368,fp16
rtx4090_benchmark_fp16,12288,12288,4096,8.15083541870117,151.75752149404914,fp16
rtx4090_aot_benchmark,12288,256,8192,0.3396735906600952,151.73274864213593,
rtx4090_torch_compile_benchmark,16384,256,4096,0.2264575958251953,151.72702970194294,fp16
rtx4090_aot_benchmark,16384,512,8192,0.906022357940674,151.6948806698206,
rtx4090_benchmark_fp16,8192,16384,256,0.4530687808990478,151.67559459655635,fp16
rtx4090_benchmark_fp16,1024,8192,1024,0.1133056044578552,151.62417839966747,fp16
rtx4090_torch_compile_benchmark,1024,2048,16384,0.4532224178314209,151.62417839966747,fp16
rtx4090_torch_compile_benchmark,512,16384,12288,1.3600576400756836,151.58065668196815,fp16
rtx4090_benchmark_fp16,12288,8192,256,0.3400239944458008,151.5763840019688,fp16
rtx4090_torch_compile_benchmark,256,16384,4096,0.2267647981643676,151.521482373533,fp16
rtx4090_torch_compile_benchmark,16384,256,8192,0.4535791873931885,151.50491611166015,fp16
rtx4090_aot_benchmark,16384,1024,16384,3.629793395996094,151.45650286719282,
rtx4090_aot_benchmark,1024,12288,12288,2.041855926513672,151.44929732628194,
rtx4090_benchmark_fp16,256,8192,2048,0.0567296028137207,151.4189094573112,fp16
rtx4090_benchmark_fp16,2048,1024,2048,0.0567359983921051,151.40184072613943,fp16
rtx4090_aot_benchmark,512,8192,16384,0.9079039573669434,151.3804982969712,
rtx4090_torch_compile_benchmark,4096,12288,2048,1.361900806427002,151.37551078251022,fp16
rtx4090_aot_benchmark,512,16384,16384,1.8158796691894528,151.3745164990454,
rtx4090_torch_compile_benchmark,4096,256,8192,0.1135103940963745,151.3506258238665,fp16
rtx4090_aot_benchmark,4096,4096,512,0.1135615944862365,151.2823878682169,
rtx4090_benchmark_fp16,512,4096,2048,0.0567807972431182,151.2823878682169,fp16
rtx4090_torch_compile_benchmark,256,16384,16384,0.908737564086914,151.2416333422913,fp16
rtx4090_aot_benchmark,12288,256,12288,0.5112703800201416,151.210424755986,
rtx4090_torch_compile_benchmark,12288,256,16384,0.6817840099334717,151.19042629653114,fp16
rtx4090_aot_benchmark,512,8192,2048,0.1136487960815429,151.16631039077132,
rtx4090_torch_compile_benchmark,16384,1024,2048,0.4546048164367676,151.1631074976928,fp16
rtx4090_aot_benchmark,8192,512,12288,0.682367992401123,151.06103488424753,
rtx4090_benchmark_fp16,512,4096,4096,0.1138128042221069,150.94847457122046,fp16
rtx4090_torch_compile_benchmark,8192,8192,16384,14.570880126953124,150.91904101827453,fp16
rtx4090_benchmark_fp16,16384,16384,256,0.910694408416748,150.91665458991793,fp16
rtx4090_benchmark_fp16,1024,1024,8192,0.1139199972152709,150.8064396414595,fp16
rtx4090_aot_benchmark,8192,4096,1024,0.4556799888610839,150.8064396414595,
rtx4090_aot_benchmark,16384,2048,1024,0.4556928157806396,150.80219471592466,
rtx4090_aot_benchmark,12288,1024,16384,2.7344281005859377,150.7872378606876,
rtx4090_aot_benchmark,4096,1024,2048,0.1139567971229553,150.7577399307172,
rtx4090_aot_benchmark,16384,256,2048,0.1139708042144775,150.73921169907535,
rtx4090_benchmark_fp16,1024,2048,2048,0.0569855988025665,150.73869139746805,fp16
rtx4090_aot_benchmark,4096,12288,4096,2.736537475585937,150.67100819721688,
rtx4090_benchmark_fp16,2048,8192,512,0.1140223979949951,150.6710039965489,fp16
rtx4090_aot_benchmark,12288,1024,1024,0.1710716009140014,150.63753211121585,
rtx4090_torch_compile_benchmark,12288,12288,256,0.5132287979125977,150.63342439557672,fp16
rtx4090_torch_compile_benchmark,16384,256,16384,0.9124863624572754,150.62028226031177,fp16
rtx4090_torch_compile_benchmark,1024,2048,8192,0.2281471967697143,150.60337735677635,fp16
rtx4090_torch_compile_benchmark,2048,1024,8192,0.2283008098602295,150.5020432868186,fp16
rtx4090_torch_compile_benchmark,512,8192,12288,0.6850048065185547,150.47955010401506,fp16
rtx4090_torch_compile_benchmark,256,12288,8192,0.3425791978836059,150.4458176982217,fp16
rtx4090_aot_benchmark,16384,1024,12288,2.740817260742188,150.43573547269196,
rtx4090_benchmark_fp16,8192,1024,4096,0.4568064212799072,150.4345681994962,fp16
rtx4090_aot_benchmark,8192,256,8192,0.2284415960311889,150.4092904486138,
rtx4090_torch_compile_benchmark,4096,2048,1024,0.1142271995544433,150.4008611872838,fp16
rtx4090_benchmark_fp16,12288,256,4096,0.1713664054870605,150.37838777534384,fp16
rtx4090_benchmark_fp16,8192,12288,256,0.342732810974121,150.37838777534384,fp16
rtx4090_aot_benchmark,8192,512,16384,0.9140711784362792,150.35913691876786,
rtx4090_torch_compile_benchmark,8192,4096,1024,0.4571135997772216,150.33347677577532,fp16
rtx4090_torch_compile_benchmark,12288,512,12288,1.0285056114196778,150.33347503333007,fp16
rtx4090_torch_compile_benchmark,8192,12288,4096,5.488230514526367,150.25493529277637,fp16
rtx4090_aot_benchmark,12288,2048,1024,0.3431423902511596,150.19889415083952,
rtx4090_torch_compile_benchmark,8192,256,12288,0.3431936025619507,150.17648105108972,fp16
rtx4090_benchmark_fp16,16384,12288,4096,10.983628845214843,150.15688029029897,fp16
rtx4090_torch_compile_benchmark,12288,16384,512,1.3729791641235352,150.15408506916765,fp16
rtx4090_torch_compile_benchmark,16384,12288,4096,10.984652709960937,150.14288436888282,fp16
rtx4090_aot_benchmark,256,4096,16384,0.2288511991500854,150.1400844549045,
rtx4090_aot_benchmark,2048,8192,512,0.1144448041915893,150.11488992754607,
rtx4090_benchmark_fp16,12288,1024,4096,0.6866943836212158,150.1093027154552,fp16
rtx4090_aot_benchmark,2048,12288,1024,0.3433856010437012,150.09251231079077,
rtx4090_torch_compile_benchmark,256,8192,12288,0.3433984041213989,150.08691634390823,fp16
rtx4090_aot_benchmark,256,2048,16384,0.1144695997238159,150.08237318423724,
rtx4090_aot_benchmark,4096,16384,512,0.457919979095459,150.06874535534206,
rtx4090_torch_compile_benchmark,16384,2048,1024,0.4579840183258056,150.0477614638369,fp16
rtx4090_benchmark_fp16,256,4096,16384,0.2290175914764404,150.03100044187946,fp16
rtx4090_aot_benchmark,8192,2048,512,0.1145087957382202,150.03100044187946,
rtx4090_torch_compile_benchmark,8192,2048,2048,0.4580863952636719,150.01422754859476,fp16
rtx4090_aot_benchmark,2048,4096,4096,0.4582399845123291,149.9639469679475,
rtx4090_torch_compile_benchmark,4096,8192,1024,0.4582943916320801,149.94614376858482,fp16
rtx4090_aot_benchmark,512,8192,12288,0.6874752044677734,149.93881151510246,
rtx4090_benchmark_fp16,4096,1024,1024,0.0572928011417388,149.9304349031395,fp16
rtx4090_torch_compile_benchmark,2048,8192,2048,0.4583936214447021,149.91368448675044,fp16
rtx4090_aot_benchmark,256,4096,12288,0.1719552040100097,149.86347127069152,
rtx4090_torch_compile_benchmark,16384,256,12288,0.6880784034729004,149.80736872968825,fp16
rtx4090_torch_compile_benchmark,4096,512,16384,0.4589056015014648,149.74643262396663,fp16
rtx4090_aot_benchmark,1024,12288,512,0.0860544025897979,149.72972329398922,
rtx4090_torch_compile_benchmark,2048,1024,16384,0.4590511798858642,149.69894370620287,fp16
rtx4090_torch_compile_benchmark,16384,12288,512,1.3780991554260251,149.596224187706,fp16
rtx4090_benchmark_fp16,256,1024,16384,0.0574432015419006,149.53788022650977,fp16
rtx4090_benchmark_fp16,256,4096,12288,0.1724416017532348,149.4407585756294,fp16
rtx4090_benchmark_fp16,256,12288,4096,0.172484803199768,149.40332886111705,fp16
rtx4090_benchmark_fp16,1024,256,16384,0.0574976027011871,149.39639547480903,fp16
rtx4090_aot_benchmark,12288,8192,512,0.6900224208831787,149.38531268602267,
rtx4090_benchmark_fp16,2048,16384,1024,0.4600319862365722,149.37977965006306,fp16
rtx4090_torch_compile_benchmark,16384,4096,512,0.4600319862365722,149.37977965006306,fp16
rtx4090_aot_benchmark,256,2048,12288,0.0862847983837127,149.3299182400613,
rtx4090_aot_benchmark,12288,16384,512,1.38057861328125,149.3275560150964,
rtx4090_benchmark_fp16,512,12288,2048,0.1725999951362609,149.3036182049469,fp16
rtx4090_aot_benchmark,512,1024,12288,0.0863111972808838,149.28424461623996,
rtx4090_torch_compile_benchmark,256,12288,16384,0.6907440185546875,149.22925473851066,fp16
rtx4090_benchmark_fp16,256,8192,4096,0.1151487946510314,149.1971256500348,fp16
rtx4090_aot_benchmark,8192,12288,4096,5.527551879882813,149.18606622819843,
rtx4090_aot_benchmark,12288,256,4096,0.1727743983268737,149.1529070600253,
rtx4090_benchmark_fp16,4096,128,8192,0.0575999975204467,149.13081530864227,fp16
rtx4090_benchmark_fp16,16384,512,4096,0.4607999801635742,149.13081530864227,fp16
rtx4090_benchmark_fp16,16384,128,2048,0.0575999975204467,149.13081530864227,fp16
rtx4090_torch_compile_benchmark,8192,512,4096,0.2304512023925781,149.0976745240301,fp16
rtx4090_aot_benchmark,512,12288,1024,0.0864639997482299,149.02042382400623,
rtx4090_aot_benchmark,16384,128,2048,0.0576511979103088,148.9983712977454,
rtx4090_benchmark_fp16,8192,512,1024,0.0576511979103088,148.9983712977454,fp16
rtx4090_benchmark_fp16,2048,4096,4096,0.4612559795379639,148.98338403078418,fp16
rtx4090_aot_benchmark,16384,16384,512,1.845210876464844,148.96828890940972,
rtx4090_torch_compile_benchmark,512,12288,12288,1.0385408401489258,148.88083037141593,fp16
rtx4090_torch_compile_benchmark,256,12288,12288,0.5192704200744629,148.88083037141593,fp16
rtx4090_benchmark_fp16,4096,16384,256,0.2308000087738037,148.87234428866236,fp16
rtx4090_benchmark_fp16,512,16384,512,0.0577023983001709,148.8661623268189,fp16
rtx4090_benchmark_fp16,2048,128,16384,0.0577023983001709,148.8661623268189,fp16
rtx4090_benchmark_fp16,1024,8192,4096,0.4617728233337402,148.81663290594713,fp16
rtx4090_aot_benchmark,256,8192,12288,0.3463311910629272,148.81595675462975,
rtx4090_aot_benchmark,256,12288,8192,0.3464051961898803,148.78416409131694,
rtx4090_benchmark_fp16,128,16384,2048,0.0577440023422241,148.7589055758746,fp16
rtx4090_benchmark_fp16,4096,256,2048,0.0288767993450164,148.73418777075167,fp16
rtx4090_torch_compile_benchmark,8192,256,8192,0.2311216115951538,148.66519029032446,fp16
rtx4090_torch_compile_benchmark,2048,512,12288,0.173414397239685,148.60244700664742,fp16
rtx4090_torch_compile_benchmark,8192,256,16384,0.4630015850067138,148.4216878760869,fp16
rtx4090_aot_benchmark,8192,12288,512,0.6945024013519288,148.42168278085788,
rtx4090_aot_benchmark,8192,512,2048,0.1157992005348205,148.35913464561486,
rtx4090_torch_compile_benchmark,2048,1024,12288,0.3475967884063721,148.27411895343965,fp16
rtx4090_benchmark_fp16,512,1024,16384,0.1158656001091003,148.27411386833748,fp16
rtx4090_torch_compile_benchmark,512,8192,2048,0.1158656001091003,148.27411386833748,fp16
rtx4090_aot_benchmark,128,2048,12288,0.0434560000896453,148.2522765719318,
rtx4090_aot_benchmark,1024,512,8192,0.0579455971717834,148.24136795992604,
rtx4090_torch_compile_benchmark,2048,2048,2048,0.1159168004989624,148.20862127016508,fp16
rtx4090_torch_compile_benchmark,2048,4096,2048,0.2318847894668579,148.17590427987454,fp16
rtx4090_torch_compile_benchmark,8192,12288,12288,16.704307556152344,148.09959372334714,fp16
rtx4090_torch_compile_benchmark,8192,1024,2048,0.232038402557373,148.07780948890272,fp16
rtx4090_aot_benchmark,256,1024,12288,0.0435072004795074,148.07780948890272,
rtx4090_torch_compile_benchmark,16384,16384,2048,7.425638580322266,148.06963951755947,fp16
rtx4090_torch_compile_benchmark,256,8192,8192,0.2320895910263061,148.0451502200523,fp16
rtx4090_aot_benchmark,8192,16384,512,0.9286399841308594,148.00025394193318,
rtx4090_benchmark_fp16,2048,12288,512,0.1741376042366027,147.98528950120544,fp16
rtx4090_aot_benchmark,256,12288,4096,0.1742187976837158,147.9163219963416,
rtx4090_torch_compile_benchmark,4096,512,12288,0.348467206954956,147.90375255787603,fp16
rtx4090_torch_compile_benchmark,12288,256,12288,0.5230591773986817,147.80241828942022,fp16
rtx4090_benchmark_fp16,16384,4096,256,0.2324896097183227,147.79042560065028,fp16
rtx4090_benchmark_fp16,256,16384,4096,0.2324944019317627,147.7873793197163,fp16
rtx4090_torch_compile_benchmark,256,16384,12288,0.6974976062774658,147.7843281127977,fp16
rtx4090_aot_benchmark,16384,12288,512,1.3952000427246094,147.76263180540371,
rtx4090_aot_benchmark,16384,8192,512,0.9301628112792968,147.7579535597362,
rtx4090_torch_compile_benchmark,4096,2048,2048,0.2325504064559936,147.75178806020284,fp16
rtx4090_torch_compile_benchmark,12288,12288,4096,8.376115417480468,147.67592369447962,fp16
rtx4090_torch_compile_benchmark,4096,12288,4096,2.793471908569336,147.6001455934333,fp16
rtx4090_aot_benchmark,512,512,12288,0.0436488002538681,147.5974346724244,
rtx4090_torch_compile_benchmark,512,4096,12288,0.349235200881958,147.5785013132753,fp16
rtx4090_aot_benchmark,16384,512,1024,0.1164152026176452,147.5741037055586,
rtx4090_benchmark_fp16,128,2048,16384,0.0582080006599426,147.5730912350575,fp16
rtx4090_benchmark_fp16,2048,4096,512,0.0582144021987914,147.5568633800782,fp16
rtx4090_aot_benchmark,1024,8192,4096,0.4657536029815673,147.5447023835898,
rtx4090_torch_compile_benchmark,1024,2048,12288,0.3493887901306152,147.51362667569407,fp16
rtx4090_benchmark_fp16,256,2048,16384,0.116480004787445,147.49200272913924,fp16
rtx4090_torch_compile_benchmark,8192,512,2048,0.116480004787445,147.49200272913924,fp16
rtx4090_torch_compile_benchmark,2048,12288,1024,0.3495503902435303,147.44542987376602,fp16
rtx4090_benchmark_fp16,1024,12288,512,0.0873983979225158,147.4272091282871,fp16
rtx4090_aot_benchmark,1024,1024,4096,0.0582780003547668,147.39583615959444,
rtx4090_torch_compile_benchmark,12288,12288,512,1.0491904258728026,147.36964696125145,fp16
rtx4090_aot_benchmark,4096,128,8192,0.0582912027835845,147.3624523393608,
rtx4090_aot_benchmark,12288,12288,512,1.0494566345214844,147.33226468809812,
rtx4090_torch_compile_benchmark,16384,16384,4096,14.928282165527344,147.30584746247789,fp16
rtx4090_aot_benchmark,4096,512,4096,0.1166336059570312,147.29776245046563,
rtx4090_torch_compile_benchmark,12288,16384,256,0.6999040126800538,147.27621679048792,fp16
rtx4090_benchmark_fp16,512,12288,4096,0.3500031948089599,147.25467743267754,fp16
rtx4090_aot_benchmark,256,8192,8192,0.2333424091339111,147.2502940872679,
rtx4090_torch_compile_benchmark,16384,12288,256,0.7001535892486572,147.22371874807567,fp16
rtx4090_aot_benchmark,12288,4096,512,0.3501575946807861,147.18974637401487,
rtx4090_torch_compile_benchmark,8192,8192,512,0.4673024177551269,147.05568412447198,fp16
rtx4090_torch_compile_benchmark,256,8192,16384,0.4675072193145752,146.99126322958492,fp16
rtx4090_torch_compile_benchmark,1024,4096,4096,0.2339839935302734,146.84653360083132,fp16
rtx4090_torch_compile_benchmark,512,16384,2048,0.2340352058410644,146.81440018615842,fp16
rtx4090_aot_benchmark,8192,1024,4096,0.4681856155395508,146.77827437480255,
rtx4090_aot_benchmark,12288,12288,4096,8.432595825195312,146.68680995621537,
rtx4090_benchmark_fp16,512,512,16384,0.0585663974285125,146.670018460416,fp16
rtx4090_torch_compile_benchmark,12288,2048,1024,0.351692795753479,146.54723717493198,fp16
rtx4090_aot_benchmark,256,16384,12288,0.7038335800170898,146.45396018402124,
rtx4090_torch_compile_benchmark,16384,512,2048,0.2346496105194092,146.42998252561733,fp16
rtx4090_benchmark_fp16,512,16384,4096,0.4694015979766845,146.3980460062544,fp16
rtx4090_benchmark_fp16,4096,2048,512,0.0586751997470855,146.3980460062544,fp16
rtx4090_benchmark_fp16,4096,12288,256,0.1760768055915832,146.35547078116596,fp16
rtx4090_benchmark_fp16,8192,4096,256,0.1174528002738952,146.27040942350652,fp16
rtx4090_aot_benchmark,256,16384,16384,0.939840030670166,146.23653918422397,
rtx4090_benchmark_fp16,8192,8192,256,0.2350591897964477,146.17483535850786,fp16
rtx4090_torch_compile_benchmark,2048,8192,1024,0.2352128028869629,146.07937130238778,fp16
rtx4090_aot_benchmark,2048,16384,512,0.2354163885116577,145.95304339357207,
rtx4090_aot_benchmark,12288,256,16384,0.7062784194946289,145.94699803762572,
rtx4090_torch_compile_benchmark,4096,4096,1024,0.2355711936950683,145.8571306153691,fp16
rtx4090_torch_compile_benchmark,512,12288,4096,0.3536384105682373,145.7409772574889,fp16
rtx4090_aot_benchmark,4096,16384,256,0.2357631921768188,145.73834893714331,
rtx4090_aot_benchmark,16384,12288,4096,11.316756591796874,145.7367602003119,
rtx4090_benchmark_fp16,512,8192,1024,0.058976000547409,145.6513583876344,fp16
rtx4090_benchmark_fp16,256,2048,12288,0.0884736001491546,145.63555531003348,fp16
rtx4090_aot_benchmark,512,1024,8192,0.0590080022811889,145.57236747427334,
rtx4090_benchmark_fp16,1024,12288,4096,0.7081888198852538,145.55329342914743,fp16
rtx4090_aot_benchmark,256,12288,16384,0.7083392143249512,145.5223895831247,
rtx4090_aot_benchmark,16384,1024,512,0.1181056022644043,145.46193283481372,
rtx4090_torch_compile_benchmark,512,4096,8192,0.2363888025283813,145.35264784326955,fp16
rtx4090_torch_compile_benchmark,2048,2048,4096,0.2363888025283813,145.35264784326955,fp16
rtx4090_aot_benchmark,4096,8192,512,0.2364784002304077,145.29757616138437,
rtx4090_benchmark_fp16,2048,2048,1024,0.0591311991214752,145.2690748644114,fp16
rtx4090_benchmark_fp16,2048,512,2048,0.0295839995145797,145.17872385318717,fp16
rtx4090_benchmark_fp16,128,8192,2048,0.0295888006687164,145.15516678379507,fp16
rtx4090_aot_benchmark,8192,4096,512,0.2368128061294555,145.09239989841166,
rtx4090_torch_compile_benchmark,12288,256,4096,0.1776128053665161,145.08978518087284,fp16
rtx4090_torch_compile_benchmark,4096,512,8192,0.236953592300415,145.00619313016347,fp16
rtx4090_aot_benchmark,4096,512,2048,0.0592512011528015,144.97486000068795,
rtx4090_torch_compile_benchmark,16384,1024,1024,0.2370559930801391,144.94355498696186,fp16
rtx4090_benchmark_fp16,16384,2048,256,0.1185279965400695,144.94355498696186,fp16
rtx4090_torch_compile_benchmark,16384,8192,256,0.4742576122283936,144.8990484583007,fp16
rtx4090_benchmark_fp16,512,2048,2048,0.0296447992324829,144.8809709358343,fp16
rtx4090_benchmark_fp16,4096,8192,256,0.1185791969299316,144.8809709358343,fp16
rtx4090_benchmark_fp16,2048,256,8192,0.0592895984649658,144.8809709358343,fp16
rtx4090_aot_benchmark,12288,1024,4096,0.7117184162139892,144.8314568735392,
rtx4090_aot_benchmark,2048,4096,512,0.0593280017375946,144.78718885549085,
rtx4090_benchmark_fp16,512,1024,12288,0.0890367984771728,144.7143440507176,fp16
rtx4090_aot_benchmark,1024,16384,512,0.1187327980995178,144.6935426351227,
rtx4090_torch_compile_benchmark,1024,16384,1024,0.2375168085098266,144.6623444613119,fp16
rtx4090_aot_benchmark,16384,256,16384,0.9505155563354492,144.59411269592732,
rtx4090_aot_benchmark,256,8192,16384,0.4757247924804687,144.4521660889081,
rtx4090_aot_benchmark,256,8192,2048,0.059468799829483,144.44439128804044,
rtx4090_benchmark_fp16,1024,512,8192,0.0594832003116607,144.4094222737386,fp16
rtx4090_benchmark_fp16,256,4096,2048,0.029747200012207,144.38223746226606,fp16
rtx4090_aot_benchmark,8192,8192,512,0.4762899875640869,144.28075023675254,
rtx4090_torch_compile_benchmark,12288,1024,4096,0.7145472049713135,144.2580901399485,fp16
rtx4090_torch_compile_benchmark,4096,1024,4096,0.2382335901260376,144.2270938779958,fp16
rtx4090_aot_benchmark,1024,8192,512,0.0595712006092071,144.19609650560517,
rtx4090_aot_benchmark,16384,256,12288,0.7148928165435791,144.18834924426244,
rtx4090_benchmark_fp16,8192,128,4096,0.0595968008041381,144.1341561308027,fp16
rtx4090_benchmark_fp16,16384,256,1024,0.0595968008041381,144.1341561308027,fp16
rtx4090_aot_benchmark,4096,2048,512,0.0596104025840759,144.10126789337738,
rtx4090_aot_benchmark,16384,4096,512,0.4771711826324463,144.01430605446473,
rtx4090_benchmark_fp16,1024,4096,1024,0.0596480011940002,144.01043488552014,fp16
rtx4090_aot_benchmark,16384,512,4096,0.477235221862793,143.99498106566224,
rtx4090_benchmark_fp16,12288,4096,256,0.179040002822876,143.93321810597843,fp16
