Mode,M,N,K,Time_ms,TFLOPS,Precision
rtx4090_aot_benchmark,128,128,16384,0.0370539993047714,14.488878989396094,
rtx4090_aot_benchmark,128,256,8192,0.0370687991380691,14.48309425941562,
rtx4090_aot_benchmark,256,64,16384,0.0371199995279312,14.46311742531213,
rtx4090_aot_benchmark,64,256,16384,0.0373511999845504,14.37359207259914,
rtx4090_aot_benchmark,64,2048,2048,0.0375055998563766,14.314420088090444,
rtx4090_aot_benchmark,1024,64,4096,0.0375304013490676,14.304960583996971,
rtx4090_aot_benchmark,64,1024,4096,0.0377344012260437,14.227625046544004,
rtx4090_aot_benchmark,512,64,8192,0.0379151999950408,14.15978056479248,
rtx4090_aot_benchmark,64,512,8192,0.0379519999027252,14.146050626476969,
rtx4090_torch_compile_benchmark,8192,64,256,0.0189952000975608,14.131751948981522,fp16
rtx4090_torch_compile_benchmark,1024,128,1024,0.0191487997770309,14.018395885155648,fp16
rtx4090_aot_benchmark,2048,64,2048,0.0384636014699935,13.957895035357682,
rtx4090_torch_compile_benchmark,128,512,2048,0.0195071995258331,13.760840229501648,fp16
rtx4090_torch_compile_benchmark,64,1024,2048,0.0196063995361328,13.691216253412458,fp16
rtx4090_torch_compile_benchmark,512,128,2048,0.0196063995361328,13.691216253412458,fp16
rtx4090_torch_compile_benchmark,512,64,4096,0.0196096003055572,13.688981509935564,fp16
rtx4090_torch_compile_benchmark,128,256,4096,0.0198655992746353,13.512577812980568,fp16
rtx4090_torch_compile_benchmark,1024,64,2048,0.0199599996209144,13.448670395701226,fp16
rtx4090_torch_compile_benchmark,64,512,4096,0.0200192004442214,13.408899958214034,fp16
rtx4090_torch_compile_benchmark,256,64,8192,0.0200800001621246,13.368299493658832,fp16
rtx4090_torch_compile_benchmark,64,256,8192,0.0201215997338294,13.340661754079727,fp16
rtx4090_torch_compile_benchmark,256,128,4096,0.0201728001236915,13.306801948864852,fp16
rtx4090_torch_compile_benchmark,128,16384,64,0.0212991997599601,12.603077065112323,fp16
rtx4090_torch_compile_benchmark,12288,128,64,0.0163839995861053,12.288000310420998,fp16
rtx4090_torch_compile_benchmark,12288,64,128,0.016432000696659,12.252104641215915,fp16
rtx4090_torch_compile_benchmark,128,4096,256,0.0219135999679565,12.249719644080542,fp16
rtx4090_torch_compile_benchmark,64,12288,128,0.0165375992655754,12.17387050967431,fp16
rtx4090_benchmark_fp16,128,64,12288,0.0165375992655754,12.17387050967431,fp16
rtx4090_torch_compile_benchmark,128,12288,64,0.0166912004351615,12.06184017632947,fp16
rtx4090_benchmark_fp16,64,128,12288,0.0167919993400573,11.989435440229842,fp16
rtx4090_aot_benchmark,12288,64,256,0.0337024003267288,11.94731473415745,
rtx4090_aot_benchmark,64,12288,256,0.0339188009500503,11.87109133347481,
rtx4090_torch_compile_benchmark,64,256,12288,0.0339455991983413,11.861719737139715,fp16
rtx4090_aot_benchmark,12288,128,128,0.0339839994907379,11.84831656173194,
rtx4090_torch_compile_benchmark,256,64,12288,0.0340528011322021,11.824377749037204,fp16
rtx4090_torch_compile_benchmark,128,128,12288,0.0342496007680892,11.756434380839735,fp16
rtx4090_aot_benchmark,256,12288,64,0.0346652001142501,11.615487078480104,
rtx4090_aot_benchmark,128,12288,128,0.0349056005477905,11.53548936792286,
rtx4090_aot_benchmark,12288,256,64,0.0351631999015808,11.450982422731617,
rtx4090_torch_compile_benchmark,4096,512,64,0.0242688000202178,11.060928260827534,fp16
rtx4090_aot_benchmark,128,128,12288,0.0364416003227233,11.049272821010636,
rtx4090_torch_compile_benchmark,512,2048,128,0.0243200004100799,11.037641919148202,fp16
rtx4090_torch_compile_benchmark,2048,1024,64,0.0244223996996879,10.991362818594348,fp16
rtx4090_torch_compile_benchmark,8192,256,64,0.0244271993637084,10.989203142084913,fp16
rtx4090_torch_compile_benchmark,2048,512,128,0.024575999379158,10.922666942596445,fp16
rtx4090_torch_compile_benchmark,256,4096,128,0.0247296005487442,10.854823775697076,fp16
rtx4090_torch_compile_benchmark,1024,1024,128,0.0247296005487442,10.854823775697076,fp16
rtx4090_torch_compile_benchmark,256,512,1024,0.0247807994484901,10.83239693529562,fp16
rtx4090_torch_compile_benchmark,4096,256,128,0.0248848006129264,10.787125047751454,fp16
rtx4090_torch_compile_benchmark,512,4096,64,0.0248912006616592,10.784351452096894,fp16
rtx4090_aot_benchmark,256,64,12288,0.0373504012823104,10.780424578482386,
rtx4090_torch_compile_benchmark,1024,2048,64,0.0250847995281219,10.701120242123668,fp16
rtx4090_torch_compile_benchmark,1024,512,256,0.0251392006874084,10.67796304814306,fp16
rtx4090_torch_compile_benchmark,512,1024,256,0.0252416014671325,10.634644412302183,fp16
rtx4090_torch_compile_benchmark,256,8192,64,0.0253439992666244,10.591677074166547,fp16
rtx4090_torch_compile_benchmark,512,512,512,0.0253951996564865,10.570322723626845,fp16
rtx4090_torch_compile_benchmark,1024,256,512,0.0254031985998153,10.566994347001287,fp16
rtx4090_aot_benchmark,64,256,12288,0.0381695985794067,10.549054718569648,
rtx4090_benchmark_fp16,4096,64,256,0.0129023998975753,10.402539765119371,fp16
rtx4090_torch_compile_benchmark,256,1024,512,0.0258464008569717,10.38579636234315,fp16
rtx4090_benchmark_fp16,256,512,512,0.0129536002874374,10.361422694983572,fp16
rtx4090_benchmark_fp16,1024,128,512,0.0129536002874374,10.361422694983572,fp16
rtx4090_benchmark_fp16,2048,64,512,0.0129536002874374,10.361422694983572,fp16
rtx4090_benchmark_fp16,256,2048,128,0.0129648000001907,10.352471923826467,fp16
rtx4090_benchmark_fp16,512,512,256,0.0130544006824493,10.281416302813934,fp16
rtx4090_benchmark_fp16,256,1024,256,0.0130559995770454,10.280157195775072,fp16
rtx4090_benchmark_fp16,1024,256,256,0.0130991995334625,10.24625418195474,fp16
rtx4090_benchmark_fp16,128,4096,128,0.0131071999669075,10.240000025853512,fp16
rtx4090_benchmark_fp16,128,1024,512,0.0131071999669075,10.240000025853512,fp16
rtx4090_benchmark_fp16,128,8192,64,0.0131071999669075,10.240000025853512,fp16
rtx4090_benchmark_fp16,128,2048,256,0.0131071999669075,10.240000025853512,fp16
rtx4090_benchmark_fp16,8192,128,64,0.0131584003567695,10.20015536546199,fp16
rtx4090_benchmark_fp16,64,8192,128,0.0131584003567695,10.20015536546199,fp16
rtx4090_benchmark_fp16,512,1024,128,0.0131584003567695,10.20015536546199,fp16
rtx4090_benchmark_fp16,4096,256,64,0.0131584003567695,10.20015536546199,fp16
rtx4090_benchmark_fp16,1024,512,128,0.0131584003567695,10.20015536546199,fp16
rtx4090_benchmark_fp16,64,2048,512,0.0131584003567695,10.20015536546199,fp16
rtx4090_benchmark_fp16,512,2048,64,0.0131584003567695,10.20015536546199,fp16
rtx4090_benchmark_fp16,64,16384,64,0.0131584003567695,10.20015536546199,fp16
rtx4090_benchmark_fp16,2048,512,64,0.0132607996463775,10.12139023129454,fp16
rtx4090_benchmark_fp16,2048,256,128,0.0132607996463775,10.12139023129454,fp16
rtx4090_benchmark_fp16,512,256,512,0.0133632004261016,10.043831097364905,fp16
rtx4090_benchmark_fp16,1024,1024,64,0.0133632004261016,10.043831097364905,fp16
rtx4090_benchmark_fp16,8192,64,128,0.0134128004312515,10.006689407476436,fp16
rtx4090_benchmark_fp16,256,4096,64,0.0134655997157096,9.96745268191913,fp16
rtx4090_benchmark_fp16,64,4096,256,0.0135168001055717,9.929696892141967,fp16
rtx4090_benchmark_fp16,4096,128,128,0.0135168001055717,9.929696892141967,fp16
rtx4090_benchmark_fp16,2048,128,256,0.0135168001055717,9.929696892141967,fp16
rtx4090_benchmark_fp16,16384,64,64,0.0135680004954338,9.892226053880954,fp16
rtx4090_torch_compile_benchmark,512,256,1024,0.02810879945755,9.54987267974186,fp16
rtx4090_torch_compile_benchmark,256,2048,256,0.0292351990938186,9.181926729438848,fp16
rtx4090_torch_compile_benchmark,2048,256,256,0.029951998591423,8.96218845566013,fp16
rtx4090_benchmark_fp16,512,128,1024,0.0156159996986389,8.594885411767674,fp16
rtx4090_benchmark_fp16,256,256,1024,0.0156591996550559,8.571174195142481,fp16
rtx4090_benchmark_fp16,128,512,1024,0.0159263998270034,8.427374011572383,fp16
rtx4090_torch_compile_benchmark,256,256,2048,0.0320511996746063,8.375207752759323,fp16
rtx4090_benchmark_fp16,64,256,4096,0.0161824002861976,8.294055617600643,fp16
rtx4090_torch_compile_benchmark,8192,64,128,0.0162384003400802,8.265452580862814,fp16
rtx4090_benchmark_fp16,128,64,8192,0.0162799999117851,8.244332231404957,fp16
rtx4090_benchmark_fp16,128,128,4096,0.0162816002964973,8.243521862459318,fp16
rtx4090_benchmark_fp16,512,64,2048,0.0162816002964973,8.243521862459318,fp16
rtx4090_benchmark_fp16,256,64,4096,0.0162816002964973,8.243521862459318,fp16
rtx4090_benchmark_fp16,64,64,16384,0.0162896007299423,8.23947315990938,fp16
rtx4090_aot_benchmark,4096,256,128,0.0325888007879257,8.2370461480576,
rtx4090_benchmark_fp16,128,256,2048,0.0163215994834899,8.223319542656776,fp16
rtx4090_aot_benchmark,256,4096,128,0.0327423989772796,8.198405259989364,
rtx4090_benchmark_fp16,64,128,8192,0.0163936004042625,8.187202608958414,fp16
rtx4090_torch_compile_benchmark,64,8192,128,0.0165296003222465,8.119841096179533,fp16
rtx4090_aot_benchmark,1024,2048,64,0.0331391990184783,8.100239714614725,
rtx4090_torch_compile_benchmark,64,16384,64,0.0165887996554374,8.090864365584533,fp16
rtx4090_torch_compile_benchmark,2048,64,512,0.0165887996554374,8.090864365584533,fp16
rtx4090_aot_benchmark,4096,512,64,0.0331903994083404,8.08774407012844,
rtx4090_aot_benchmark,256,8192,64,0.033254399895668,8.072178624247808,
rtx4090_benchmark_fp16,64,1024,1024,0.0166288003325462,8.071401743714866,fp16
rtx4090_benchmark_fp16,1024,64,1024,0.0166912004351615,8.041226784219646,fp16
rtx4090_aot_benchmark,512,1024,256,0.0333952009677886,8.038144650152551,
rtx4090_aot_benchmark,256,2048,256,0.0334356009960174,8.028432210085697,
rtx4090_aot_benchmark,1024,512,256,0.0334719985723495,8.019702062898283,
rtx4090_benchmark_fp16,256,128,2048,0.0167423993349075,8.016636404088093,fp16
rtx4090_aot_benchmark,512,2048,128,0.033510398864746,8.010512112477475,
rtx4090_torch_compile_benchmark,64,128,12288,0.0251392006874084,8.008472286107295,fp16
rtx4090_aot_benchmark,8192,256,64,0.0335615992546081,7.9982915582648415,
rtx4090_benchmark_fp16,64,512,2048,0.0167935997247695,7.992195252935352,fp16
rtx4090_aot_benchmark,64,4096,512,0.0335999995470047,7.989150583900228,
rtx4090_aot_benchmark,4096,128,256,0.0336400002241134,7.979650838634148,
rtx4090_aot_benchmark,64,16384,128,0.0336739987134933,7.9715942939807904,
rtx4090_torch_compile_benchmark,128,64,16384,0.0336847990751266,7.969038360635991,fp16
rtx4090_aot_benchmark,128,1024,1024,0.0337024003267288,7.9648764894383,
rtx4090_aot_benchmark,256,1024,512,0.0337664008140563,7.949779944809954,
rtx4090_aot_benchmark,512,512,512,0.0337675988674163,7.949497891572723,
rtx4090_aot_benchmark,1024,1024,128,0.0337792009115219,7.9467675006023635,
rtx4090_aot_benchmark,2048,1024,64,0.0337920010089874,7.943757338566783,
rtx4090_torch_compile_benchmark,64,2048,512,0.0168960005044937,7.943757338566783,fp16
rtx4090_torch_compile_benchmark,16384,64,64,0.0168960005044937,7.943757338566783,fp16
rtx4090_aot_benchmark,128,2048,512,0.0338176012039184,7.937743850645926,
rtx4090_aot_benchmark,128,4096,256,0.0338196009397506,7.937274495882298,
rtx4090_aot_benchmark,128,16384,64,0.0338423997163772,7.931927352955907,
rtx4090_aot_benchmark,16384,64,128,0.0338559985160827,7.928741368312735,
rtx4090_aot_benchmark,64,2048,1024,0.0338815987110137,7.922750584751494,
rtx4090_torch_compile_benchmark,64,4096,256,0.0169471994042396,7.919758586567581,fp16
rtx4090_aot_benchmark,512,4096,64,0.0340351998805999,7.886995138612596,
rtx4090_aot_benchmark,2048,512,128,0.0340479999780654,7.884030080267045,
rtx4090_torch_compile_benchmark,4096,64,256,0.0170496001839637,7.872192107251889,fp16
rtx4090_aot_benchmark,1024,256,512,0.0341248005628585,7.86628644189543,
rtx4090_torch_compile_benchmark,128,128,8192,0.0341504007577896,7.860389630677193,fp16
rtx4090_aot_benchmark,2048,256,256,0.0342676013708114,7.8335058557278705,
rtx4090_torch_compile_benchmark,64,128,16384,0.0343071997165679,7.824464200450738,fp16
rtx4090_aot_benchmark,64,8192,256,0.03435760140419,7.812985919536953,
rtx4090_aot_benchmark,2048,64,1024,0.0345344007015228,7.772987240174204,
rtx4090_aot_benchmark,2048,128,512,0.0345867991447448,7.761211289793095,
rtx4090_aot_benchmark,4096,64,512,0.0347007989883422,7.735713984285513,
rtx4090_aot_benchmark,8192,64,256,0.0347263991832733,7.730011239670868,
rtx4090_aot_benchmark,128,8192,128,0.0347647994756698,7.721472870506977,
rtx4090_aot_benchmark,8192,128,128,0.0349072009325027,7.689973668156668,
rtx4090_aot_benchmark,16384,128,64,0.0349952012300491,7.670636160523176,
rtx4090_benchmark_fp16,12288,64,64,0.0132095992565155,7.620465545186682,fp16
rtx4090_benchmark_fp16,64,12288,64,0.0133120000362396,7.561846133260333,fp16
rtx4090_aot_benchmark,256,256,2048,0.0360711991786956,7.441822343365367,
rtx4090_aot_benchmark,512,128,2048,0.0361088007688522,7.434072865459291,
rtx4090_aot_benchmark,1024,128,1024,0.0361728012561798,7.420919770600849,
rtx4090_aot_benchmark,128,512,2048,0.0361856013536453,7.418294734874094,
rtx4090_aot_benchmark,512,256,1024,0.0363391995429992,7.386939155948306,
rtx4090_aot_benchmark,256,128,4096,0.0368000000715255,7.294441724952741,
rtx4090_aot_benchmark,1024,64,2048,0.036991998553276,7.25658159867729,
rtx4090_aot_benchmark,128,256,4096,0.036991998553276,7.25658159867729,
rtx4090_aot_benchmark,256,512,1024,0.0370323985815048,7.248665122492643,
rtx4090_aot_benchmark,128,128,8192,0.0370431989431381,7.246551692580669,
rtx4090_aot_benchmark,512,64,4096,0.0371327996253967,7.22906591229403,
rtx4090_aot_benchmark,128,64,16384,0.0372352004051208,7.209185208603922,
rtx4090_aot_benchmark,64,128,16384,0.0372608006000518,7.204232106586197,
rtx4090_aot_benchmark,64,1024,2048,0.0376960009336471,7.121059246377421,
rtx4090_aot_benchmark,256,64,8192,0.0379135996103286,7.080189134214284,
rtx4090_aot_benchmark,64,512,4096,0.0379519999027252,7.073025313238484,
rtx4090_aot_benchmark,64,256,8192,0.0383340001106262,7.002542266012813,
rtx4090_torch_compile_benchmark,64,128,8192,0.0199680000543594,6.721641007342518,fp16
rtx4090_torch_compile_benchmark,512,64,2048,0.0201215997338294,6.670330877039864,fp16
rtx4090_torch_compile_benchmark,64,512,2048,0.0202751994132995,6.619798171354092,fp16
rtx4090_torch_compile_benchmark,128,64,8192,0.0202751994132995,6.619798171354092,fp16
rtx4090_torch_compile_benchmark,64,1024,1024,0.0203263998031616,6.603123489636538,fp16
rtx4090_torch_compile_benchmark,256,64,4096,0.0203776001930236,6.586532600926665,fp16
rtx4090_torch_compile_benchmark,1024,64,1024,0.0203776001930236,6.586532600926665,fp16
rtx4090_torch_compile_benchmark,64,256,4096,0.0206336006522178,6.504813690167702,fp16
rtx4090_torch_compile_benchmark,2048,512,64,0.0216064006090164,6.211942952866963,fp16
rtx4090_torch_compile_benchmark,2048,128,256,0.0221103996038436,6.07034383841111,fp16
rtx4090_torch_compile_benchmark,256,1024,256,0.0221696004271507,6.05413383254422,fp16
rtx4090_benchmark_fp16,64,64,12288,0.0168384000658988,5.978198380252478,fp16
rtx4090_aot_benchmark,12288,64,128,0.0337792009115219,5.960075625451773,
rtx4090_torch_compile_benchmark,12288,64,64,0.0169407993555068,5.9420629385636206,fp16
rtx4090_torch_compile_benchmark,64,12288,64,0.0169471994042396,5.9398189399256855,fp16
rtx4090_aot_benchmark,64,12288,128,0.0339455991983413,5.930859868569859,
rtx4090_torch_compile_benchmark,128,64,12288,0.0344063997268676,5.851428617879647,fp16
rtx4090_aot_benchmark,12288,128,64,0.034918400645256,5.765630391990817,
rtx4090_aot_benchmark,128,12288,64,0.0350075989961624,5.750939732315539,
rtx4090_aot_benchmark,128,64,12288,0.0372352004051208,5.4068889064529415,
rtx4090_torch_compile_benchmark,1024,1024,64,0.0248832002282142,5.3939094155507705,fp16
rtx4090_aot_benchmark,64,128,12288,0.0373248010873794,5.393909307880386,
rtx4090_torch_compile_benchmark,512,2048,64,0.0249904006719589,5.370771351841598,fp16
rtx4090_torch_compile_benchmark,4096,256,64,0.0250479996204376,5.358421032970897,fp16
rtx4090_torch_compile_benchmark,8192,128,64,0.0250863999128341,5.350218782541787,fp16
rtx4090_torch_compile_benchmark,128,1024,512,0.0250880002975463,5.349877487570284,fp16
rtx4090_torch_compile_benchmark,512,512,256,0.0251392006874084,5.33898152407153,fp16
rtx4090_torch_compile_benchmark,1024,128,512,0.0252959996461868,5.305887487242761,fp16
rtx4090_torch_compile_benchmark,1024,256,256,0.0253439992666244,5.295838537083274,fp16
rtx4090_torch_compile_benchmark,512,256,512,0.0253935992717742,5.28549444935074,fp16
rtx4090_torch_compile_benchmark,256,4096,64,0.0254976004362106,5.263935652916953,fp16
rtx4090_torch_compile_benchmark,256,2048,128,0.0256511986255645,5.2324154500225,fp16
rtx4090_torch_compile_benchmark,128,2048,256,0.025705599784851,5.221342008098084,fp16
rtx4090_torch_compile_benchmark,512,1024,128,0.0257535994052886,5.211610458320532,fp16
rtx4090_torch_compile_benchmark,1024,512,128,0.0258592009544372,5.190327738141853,fp16
rtx4090_torch_compile_benchmark,2048,256,128,0.0258655995130538,5.189043769592998,fp16
rtx4090_torch_compile_benchmark,256,512,512,0.025900799036026,5.181991791578073,fp16
rtx4090_torch_compile_benchmark,128,8192,64,0.025951999425888,5.171768301833152,fp16
rtx4090_benchmark_fp16,128,1024,256,0.013001599907875,5.161585072261161,fp16
rtx4090_benchmark_fp16,512,1024,64,0.0130048006772995,5.160314691876956,fp16
rtx4090_benchmark_fp16,2048,64,256,0.0130048006772995,5.160314691876956,fp16
rtx4090_benchmark_fp16,1024,128,256,0.0130048006772995,5.160314691876956,fp16
rtx4090_benchmark_fp16,2048,256,64,0.0130048006772995,5.160314691876956,fp16
rtx4090_torch_compile_benchmark,256,256,1024,0.0260111987590789,5.1599977856903845,fp16
rtx4090_benchmark_fp16,4096,128,64,0.0130559995770454,5.140078597887537,fp16
rtx4090_benchmark_fp16,4096,64,128,0.0130559995770454,5.140078597887537,fp16
rtx4090_benchmark_fp16,2048,128,128,0.0131040006875991,5.121250036525692,fp16
rtx4090_benchmark_fp16,512,256,256,0.0131071999669075,5.120000012926757,fp16
rtx4090_benchmark_fp16,256,256,512,0.0131071999669075,5.120000012926757,fp16
rtx4090_benchmark_fp16,512,512,128,0.0131071999669075,5.120000012926757,fp16
rtx4090_benchmark_fp16,128,2048,128,0.0131071999669075,5.120000012926757,fp16
rtx4090_benchmark_fp16,256,512,256,0.0131104007363319,5.118750017612038,fp16
rtx4090_benchmark_fp16,256,2048,64,0.0132607996463775,5.06069511564727,fp16
rtx4090_benchmark_fp16,64,1024,512,0.0132624000310897,5.060084437408243,fp16
rtx4090_benchmark_fp16,512,128,512,0.0132688000798225,5.057643765546699,fp16
rtx4090_benchmark_fp16,128,512,512,0.0133120000362396,5.041230755506889,fp16
rtx4090_benchmark_fp16,256,1024,128,0.0133632004261016,5.021915548682451,fp16
rtx4090_benchmark_fp16,1024,512,64,0.0134143993258476,5.002748343020536,fp16
rtx4090_benchmark_fp16,128,4096,64,0.0134143993258476,5.002748343020536,fp16
rtx4090_benchmark_fp16,64,4096,128,0.0134575992822647,4.98668912578192,fp16
rtx4090_benchmark_fp16,8192,64,64,0.0134655997157096,4.983726340959565,fp16
rtx4090_benchmark_fp16,64,8192,64,0.0134655997157096,4.983726340959565,fp16
rtx4090_benchmark_fp16,1024,64,512,0.0135680004954338,4.946113026940477,fp16
rtx4090_benchmark_fp16,64,2048,256,0.0136271998286247,4.924626103965537,fp16
rtx4090_benchmark_fp16,1024,256,128,0.0137216001749038,4.890746206316287,fp16
rtx4090_torch_compile_benchmark,128,512,1024,0.0280063986778259,4.79239510741761,fp16
rtx4090_torch_compile_benchmark,512,128,1024,0.0281599998474121,4.766254571280991,fp16
rtx4090_torch_compile_benchmark,128,256,2048,0.0283535987138748,4.733710501951932,fp16
rtx4090_torch_compile_benchmark,128,4096,128,0.0285695999860763,4.697921149242979,fp16
rtx4090_torch_compile_benchmark,256,128,2048,0.0289855986833572,4.63049700874608,fp16
rtx4090_torch_compile_benchmark,4096,128,128,0.0292272001504898,4.592219826357562,fp16
rtx4090_torch_compile_benchmark,128,128,4096,0.0320511996746063,4.1876038763796615,fp16
rtx4090_benchmark_fp16,128,64,4096,0.0162239998579025,4.136394513546056,fp16
rtx4090_benchmark_fp16,256,128,1024,0.0162816002964973,4.121760931229659,fp16
rtx4090_benchmark_fp16,64,128,4096,0.0163328006863594,4.108839952724521,fp16
rtx4090_benchmark_fp16,512,64,1024,0.0163791999220848,4.097200371155743,fp16
rtx4090_benchmark_fp16,64,64,8192,0.016388800740242,4.094800166507428,fp16
rtx4090_benchmark_fp16,128,256,1024,0.0164864003658294,4.070558915886403,fp16
rtx4090_benchmark_fp16,64,512,1024,0.0165375992655754,4.057956836558104,fp16
rtx4090_aot_benchmark,1024,256,256,0.0333696007728576,4.022155641405536,
rtx4090_benchmark_fp16,256,64,2048,0.0167344003915786,4.01023415417809,fp16
rtx4090_aot_benchmark,1024,512,128,0.0335359990596771,4.0021985855009214,
rtx4090_aot_benchmark,1024,1024,64,0.0335608005523681,3.999240953461973,
rtx4090_aot_benchmark,256,1024,256,0.0335615992546081,3.9991457791324208,
rtx4090_aot_benchmark,64,4096,256,0.0335871994495391,3.996097626467677,
rtx4090_aot_benchmark,128,1024,512,0.0336511999368667,3.988497535059872,
rtx4090_aot_benchmark,128,2048,256,0.0336668014526367,3.986649227394553,
rtx4090_aot_benchmark,512,256,512,0.0337015986442565,3.982532977641799,
rtx4090_aot_benchmark,256,4096,64,0.0337664008140563,3.974889972404977,
rtx4090_aot_benchmark,4096,256,64,0.0337920010089874,3.971878669283392,
rtx4090_aot_benchmark,4096,128,128,0.0338032007217407,3.970562702178587,
rtx4090_aot_benchmark,128,4096,128,0.0338052004575729,3.970327824810545,
rtx4090_aot_benchmark,256,512,512,0.033866798877716,3.963106418313235,
rtx4090_aot_benchmark,256,2048,128,0.033866798877716,3.963106418313235,
rtx4090_aot_benchmark,4096,64,256,0.0338943988084793,3.9598792932837914,
rtx4090_aot_benchmark,64,2048,512,0.0339199990034103,3.956890682293525,
rtx4090_benchmark_fp16,64,256,2048,0.0170016005635261,3.9472086024635753,fp16
rtx4090_aot_benchmark,512,512,256,0.0340112000703811,3.9462802759754494,
rtx4090_aot_benchmark,2048,128,256,0.0341888010501861,3.925780485925206,
rtx4090_benchmark_fp16,128,128,2048,0.0171008005738258,3.924311245563296,fp16
rtx4090_aot_benchmark,2048,512,64,0.0342400014400482,3.919910115512279,
rtx4090_aot_benchmark,512,1024,128,0.0343423992395401,3.9082222259378,
rtx4090_aot_benchmark,2048,256,128,0.0344563990831375,3.895291776605998,
rtx4090_aot_benchmark,64,8192,128,0.0345472007989883,3.885053633749984,
rtx4090_aot_benchmark,2048,64,512,0.0345984011888504,3.8793043432091503,
rtx4090_aot_benchmark,8192,128,64,0.0347263991832733,3.865005619835434,
rtx4090_torch_compile_benchmark,64,64,16384,0.0347584009170532,3.8614471454050654,fp16
rtx4090_aot_benchmark,1024,128,512,0.0349824011325836,3.836721427191735,
rtx4090_aot_benchmark,64,16384,64,0.0352771997451782,3.804659354186559,
rtx4090_aot_benchmark,128,8192,64,0.0353152006864547,3.800565348379275,
rtx4090_aot_benchmark,8192,64,128,0.0355827987194061,3.771983453533137,
rtx4090_aot_benchmark,512,2048,64,0.0355839997529983,3.771856141289756,
rtx4090_aot_benchmark,16384,64,64,0.0355975985527038,3.770415237457229,
rtx4090_aot_benchmark,256,256,1024,0.0362623989582061,3.701292023031658,
rtx4090_aot_benchmark,128,512,1024,0.0362868010997772,3.6988029788281342,
rtx4090_aot_benchmark,512,64,2048,0.0368012011051177,3.647101832807704,
rtx4090_aot_benchmark,256,128,2048,0.0368519991636276,3.6420745426606578,
rtx4090_aot_benchmark,512,128,1024,0.0368880003690719,3.63852002432022,
rtx4090_aot_benchmark,128,128,4096,0.0369928002357482,3.628212169520967,
rtx4090_aot_benchmark,64,128,8192,0.0370047986507415,3.627035760058386,
rtx4090_aot_benchmark,1024,64,1024,0.0370303988456726,3.624528284433662,
rtx4090_aot_benchmark,256,64,4096,0.0370671987533569,3.620929892573681,
rtx4090_aot_benchmark,128,256,2048,0.0370687991380691,3.620773564853905,
rtx4090_aot_benchmark,128,64,8192,0.0371455997228622,3.613287414966466,
rtx4090_aot_benchmark,64,64,16384,0.0371711999177932,3.610798906057161,
rtx4090_aot_benchmark,64,512,2048,0.0379007995128631,3.5412901502103624,
rtx4090_aot_benchmark,64,1024,1024,0.0383616000413894,3.498752081643845,
rtx4090_aot_benchmark,64,256,4096,0.038425600528717,3.492924668794533,
rtx4090_torch_compile_benchmark,128,4096,64,0.0216575995087623,3.09862891189066,fp16
rtx4090_aot_benchmark,64,12288,64,0.0337787985801696,2.9800733072577605,
rtx4090_aot_benchmark,12288,64,64,0.0354048013687133,2.8432103022319013,
rtx4090_torch_compile_benchmark,64,64,12288,0.0357791990041732,2.813458624053005,fp16
rtx4090_aot_benchmark,64,64,12288,0.0373120009899139,2.6978798598126907,
rtx4090_torch_compile_benchmark,64,4096,128,0.0250367999076843,2.680409007838213,fp16
rtx4090_torch_compile_benchmark,128,2048,128,0.0250367999076843,2.680409007838213,fp16
rtx4090_torch_compile_benchmark,512,512,128,0.0250880002975463,2.674938743785142,fp16
rtx4090_torch_compile_benchmark,2048,256,64,0.0250880002975463,2.674938743785142,fp16
rtx4090_torch_compile_benchmark,128,1024,256,0.0250912010669708,2.67459751411979,fp16
rtx4090_torch_compile_benchmark,4096,64,128,0.0251392006874084,2.669490762035765,fp16
rtx4090_torch_compile_benchmark,2048,64,256,0.0251855999231338,2.664572779874827,fp16
rtx4090_torch_compile_benchmark,512,128,512,0.0252000004053115,2.663050115898212,fp16
rtx4090_torch_compile_benchmark,256,256,512,0.0252927988767623,2.653279470057221,fp16
rtx4090_torch_compile_benchmark,512,256,256,0.02533920109272,2.648420672555474,fp16
rtx4090_torch_compile_benchmark,256,1024,128,0.0253472000360488,2.6475848971309457,fp16
rtx4090_torch_compile_benchmark,128,512,512,0.025391998887062,2.6429137894375785,fp16
rtx4090_torch_compile_benchmark,64,2048,256,0.0254464000463485,2.63726357668537,fp16
rtx4090_torch_compile_benchmark,2048,128,128,0.0254575997591018,2.6361033496885944,fp16
rtx4090_torch_compile_benchmark,1024,256,128,0.0254943996667861,2.632298264603918,fp16
rtx4090_torch_compile_benchmark,4096,128,64,0.0254976004362106,2.6319678264584767,fp16
rtx4090_torch_compile_benchmark,1024,128,256,0.0255055993795394,2.6311424013753824,fp16
rtx4090_torch_compile_benchmark,64,1024,512,0.0255488008260726,2.626693301844329,fp16
rtx4090_torch_compile_benchmark,1024,64,512,0.0255567997694015,2.625871181271592,fp16
rtx4090_torch_compile_benchmark,1024,512,64,0.0256608009338378,2.615228736352737,fp16
rtx4090_torch_compile_benchmark,256,512,256,0.0257535994052886,2.605805229160266,fp16
rtx4090_benchmark_fp16,512,512,64,0.0129023998975753,2.6006349412798437,fp16
rtx4090_benchmark_fp16,256,1024,64,0.0129087999463081,2.599345573528423,fp16
